draft_id,user_id,username,draft_created_time,draft_filled_time,draft_time,draft_completed_time,draft_clock,draft_entry_id,tournament_entry_id,tournament_round_draft_entry_id,tournament_round_number,player_name,player_id,position_name,projection_adp,source,pick_order,overall_pick_number,team_pick_number,pick_created_time,pick_points,roster_points,made_playoffs
00003e5d-1f32-4ac2-9111-c705a066c881,42ed6314-26cc-4023-bbef-bcabbe77096c,millese,2024-04-29 11:04:37.973498,2024-05-27 13:50:33.218485,2024-05-27 13:51:38.902775,2024-05-27 14:42:37.125175,30,87abd2aa-bc93-4de1-813b-4162c9009430,115848af-c25b-4dde-8205-7702a5cc03db,81844855-2004-4e15-8253-e0aa6e6b780f,1,Russell Wilson,bfce6c9e-0e30-4b15-91a8-29e86d072988,QB,212.100000000,queue,8,209,18,2024-05-27 14:40:44.649851,52.72,1513.2,0
00003e5d-1f32-4ac2-9111-c705a066c881,42ed6314-26cc-4023-bbef-bcabbe77096c,millese,2024-04-29 11:04:37.973498,2024-05-27 13:50:33.218485,2024-05-27 13:51:38.902775,2024-05-27 14:42:37.125175,30,87abd2aa-bc93-4de1-813b-4162c9009430,115848af-c25b-4dde-8205-7702a5cc03db,81844855-2004-4e15-8253-e0aa6e6b780f,1,Quentin Johnston,7131fd51-e10c-4fc8-840c-274f82210d19,WR,143.550000000,user,8,137,12,2024-05-27 14:24:05.023344,98.5,1513.2,0
